,Titel,Text,Form,Ort,Datum,Lemmata,CodedLemmata_spaCy,Female_coded_words_spaCy,Male_coded_words_spaCy,Number_Female_coded_words_spaCy,Number_Male_coded_words_spaCy
10,Konstrukteur (m/w/d)," Kurtz Ersa ist ein Maschinenbauer für die produzierende Industrie in Familienbesitz mit fast 250-jähriger Tradition. Daher fühlen wir uns verpflichtet, unsere Strategie mit 1.500 Mitarbeitern auf ein langfristiges, gesundes und nachhaltiges Wachstum auszurichten. Die kostenbewusste, termin- und fertigungsgerechte Konstruktion, Zeichnungserstellung und Dokumentation von Maschinenbauteilen, Baugruppen und Gesamtanlagen gehören zu Ihren Aufgaben Sie unterstützen bei der Erstellung der technischen Maschinendokumentation und Betriebsanleitungen Die mechanische Auslegung und Berechnungen sowie die Konstruktion von Hydraulikanlagen und System-Baugruppen nach funktionellen und wirtschaftlichen Gesichtspunkten für unsere Sondermaschinen fallen in Ihr Tätigkeitsbereich Ihre Aufgaben sind die Konstruktion und Zeichnungsableitung nach neuesten gültigen Normen und ISO GPS Standard sowie die Erstellung von Schaltplänen (Hydraulik und Pneumatik) und der entsprechenden Funktionsbeschreibungen Sie unterstützen bei der Bearbeitung von Reklamationen Sie kalkulieren Entwicklungsaufwände und wirken bei der Erstellung von Projektplänen mit In Ihrem Verantwortungsbereich fallen die Erstellung und Pflege von Stücklisten sowie die Bearbeitung von Verbesserungsvorschlägen und Änderungsanträgen Sie wirken bei der Erstellung der Risikobeurteilung mit Die Unterstützung der Abteilungen Vertrieb, Montage und Service sowie die Erarbeitung und Sicherstellung der internen Standards fallen in Ihren Aufgabenbereich Sie erstellen Installations- und Prüfanweisungen sowie Abnahmeprotokolle Die Anlage, Pflege und Aktualisierung von Teilen aller Warengruppen in SAP Sie arbeiten bei übergreifenden Angelegenheiten mit anderen Abteilungen zusammen Sie haben ein erfolgreich abgeschlossenes Studium im Bereich Maschinenbau oder vergleichbar Sie haben Erfahrung im Umgang mit einem gängigen 3-D-CAD-System, wie z.B. Solidworks, HiCAD Mehrjährige Berufserfahrung in der Hydraulik zeichnen Sie aus (Bereich Maschinen- und Anlagenbau von Vorteil) Sie haben Eigeninitiative und Lösungskompetenz bei technischen Herausforderungen Sie verfügen über sehr gute MS-Office-Kenntnisse Kenntnisse im Umgang mit SAP-ERP oder S/4-HANA sind wünschenswert Zum Austausch mit verschiedenen Fachabteilungen besitzen Sie sehr gute Deutsch- und idealerweise gute Englischkenntnisse Arbeiten in einem international ausgerichteten Familienunternehmen mit Tradition und Werten seit 1779 Abwechslungsreiche und verantwortungsvolle Tätigkeiten in engagierten Teams mit spannenden Projekten Angenehme Arbeitsatmosphäre und ein offenes und familienfreundliches Betriebsklima Gute Einarbeitung und Förderung der persönlichen Kompetenzen im Rahmen unseres modernen Personalentwicklungskonzepts durch professionelle Einarbeitungspläne und Onboardingtage sowie jährliche Mitarbeitergespräche und Kompetenzeinschätzungen Umfangreiche Weiterbildungsmöglichkeiten in unserer konzerneigenen Akademie (Hammer Academy) Attraktive Vergütung mit einer Mitarbeitererfolgsbeteiligung Angebote im Rahmen unseres Programms Attraktiver Arbeitgeber, wie z. B. Mobiles Arbeiten, Kinderferienbetreuung oder Vergünstigungen bei verschieden Kooperationspartnern Attraktive flexible Arbeitszeiten für eine gute Work-Life-Balance Arbeiten zwischen Spessart und Taubertal in einem Gebiet mit hohem Wohn- und Freizeitwert",,Würzburg,Ende März,[],"{'female-coded': ['ANGENEHM', 'ENGAGIERT', 'KIND', 'VERANTWORTUNGSVOLL'], 'male-coded': ['EIGENINITIATIV']}","['ANGENEHM', 'ENGAGIERT', 'KIND', 'VERANTWORTUNGSVOLL']",['EIGENINITIATIV'],4,1
11,Auditor für globale Prozesse und Projekte (m/w/d)," Innovative Ideen sind das Markenzeichen unserer Erfolge und treiben uns an. Wir setzen uns mit Leidenschaft dafür ein, Windenergieprojekte weltweit zu realisieren und die energietechnischen Herausforderungen von morgen zu meistern. Du kannst mit Deinem Engagement dazu beitragen, die Zukunft der erneuerbaren Energien zu gestalten. Bereitstellung und Überwachung der Umsetzung der ENERCON Excellence-Strategie im Rahmen der globalen Customer-Facing-Functions-Prozesse Durchführung von Audits in den Regionen mit Schwerpunkt auf Umsetzung globaler Anforderungen und Ausführung Auditierung der Prozesse globaler kundenorientierter Funktionen, wie Sales, Projektmanagement und Service Realisierung von Audits sogenannter Independent Service Provider (ISP) Unterstützung bei der Einführung von Qualitätsmethoden in den globalen Funktionen und in den Regionen Mithilfe bei der Erstellung des Auditprogramms Mitwirkung bei der Vorbereitung externer Audits in den globalen kundenorientierten Funktionen (Global Sales, Global PM und Global Service) Unterstützung anderer Bereiche wie Global Excellence und Quality (GEQ) bei der Durchführung von Prozessaudits Erfolgreich abgeschlossene Ausbildung mit Schwerpunkt Elektrotechnik, Maschinenbau, Mechatronik oder vergleichbar Qualifizierung als interner Auditor ISO 9001, VDA 6.3, weitere wie ISO 14001 und ISO 45001 wünschenswert Fundierte Berufserfahrung in ähnlicher Aufgabe, idealerweise im internationalen Umfeld Sehr gutes Deutsch und Englisch in Wort und Schrift Selbstständige Arbeitsweise, Kommunikationsstärke und souveränes Auftreten Hohe Flexibilität und hohe Auffassungsgabe sowie lösungsorientierte Denkweise Möglichkeit, bis zu 95 % mobil zu arbeiten 30 Tage Urlaub pro Jahr Flexible Arbeitszeit durch entsprechende Arbeitszeitmodelle Reichhaltiges Benefits-Paket mit Firmenfitness ( Hansefit ) und JobRad In- und externe Weiterbildungsmöglichkeiten durch die ENERCON Akademie Ganzheitliches Engagement bei der betrieblichen Altersvorsorge Private Berufsunfähigkeitsversicherung zu speziellen Konditionen Finanzielle Unterstützung bei verschiedenen Formen vermögenswirksamer Leistungen Individuelles Mentoring für einen gelungenen Berufseinstieg (Learning on the Job) Spannende und abwechslungsreiche Tätigkeiten in der grünen Wachstumsbranche Windenergie",,Würzburg,Ende März,[],"{'female-coded': ['KUNDENORIENTIERT'], 'male-coded': ['INDIVIDUELL', 'LÖSUNGSORIENTIERT']}",['KUNDENORIENTIERT'],"['INDIVIDUELL', 'LÖSUNGSORIENTIERT']",1,2
12,SAP Consultant Solution Manager - Support (m/w/d)," Du hast Lust Einblicke in Unternehmen aus den verschiedensten Branchen zu erhalten und dabei gleichzeitig auch die Welt kennenzulernen? Dann herzlich willkommen bei der Würth IT! Du bist eine fachlich versierte und menschlich überzeugende Persönlichkeit? Klasse. Wenn du dann noch folgende Punkte in dir vereinst, sollten wir uns kennenlernen.  Teil eines globalen Konzerns und dennoch familiär. International ausgerichtet und dennoch bodenständig. Sicher und dennoch mutig. Innovationstreiber und dennoch werteorientiert.  Widersprüche? Nein  Würth IT! Freu dich auf spannende Aufgaben in einem sicheren, internationalen Unternehmen mit vielfältigen Perspektiven.",,Würzburg,Ende März,[],{'male-coded': ['ÜBERZEUGEND']},[],['ÜBERZEUGEND'],0,1
13,Mitarbeiter/in (m/w/d) für die Kundenbetreuung im Außendienst Region Würzburg," Die HANS CONZEN KOSMETIK GmbH widmet sich seit über 50 Jahren der Herstellung von Pflegeprodukten für Haut und Haare. Unsere Marken GLYNT und GRAHAM HILL sind exklusive und erfolgreiche Haarkosmetikmarken, die wir nur direkt an Friseursalons verkaufen. Unser Unternehmen ist bereits elf Mal hintereinander von den Lesern des friseur intern-Partnerschaftsspiegels zum besten Haarkosmetiklieferanten gewählt worden. Sie betreuen unsere bestehenden Kunden und Neuinteressenten im Verkaufsgebiet Sie akquirieren neue Kunden Sie nehmen Produktschulungen vor  Freude an einer Tätigkeit im Verkaufs- Außendienst Wahres Interesse an der Friseurbranche, Freundlichkeit, positive Ausstrahlung Ihr Wohnort liegt in der Region, für die Sie sich bewerben Eine abgeschlossene Friseurausbildung ist von Vorteil, aber nicht Voraussetzung  Einen sicheren Arbeitsplatz in einem inhabergeführten Unternehmen mit leistungsgerechtem Gehalt, Prämien, Spesen und betrieblicher Altersvorsorge Ein freundliches und familiäres Arbeitsumfeld in einem motivierten und dynamischen Team Ein spannendes und abwechslungsreiches Tätigkeitsfeld Ein Firmenfahrzeug, auch zur privaten Nutzung Moderne Bürotechnik wie Laptop, iPad und Mobiltelefon",,Würzburg,Ende März,[],"{'female-coded': ['FAMILIÄR', 'FREUNDLICH']}","['FAMILIÄR', 'FREUNDLICH']",[],2,0
14,Elektriker im Wechselschichtdienst (m/w/d)," Als modernes und zukunftsgerichtetes Unternehmen tragen wir Verantwortung für die Region und haben den Anspruch, den Menschen vor Ort eine hervorragende Lebensqualität zu ermöglichen. Dafür setzen sich rund 1.700 Mitarbeitende mit viel Energie und Engagement ein. Als moderner Dienstleister gestalten wir die Energie- und Mobilitätswende mit und machen uns stark für Nachhaltigkeit. Wir investieren in den Ausbau regionaler Infrastruktur sowie von Freizeitmöglichkeiten und garantieren die Versorgungssicherheit von morgen. Anlagen im Müllheizkraftwerk bedienen und kontrollieren Leittechniksysteme warten, programmieren und pflegen sowie Durchführung von Installations- und Montagearbeiten Wartungs-, Instandhaltungs- und Reinigungsarbeiten Auf Betriebsstörungen reagieren und beheben Ausführen von Messungen und Prüfungen an E- und L-Anlagen sowie Messgeräte prüfen und kalibrieren Wechselnder, praktischer Einsatz an verschiedenen Aggregaten sowie an den elektrischen Anlagen Abgeschlossene Ausbildung im Elektrohandwerk, Mechatroniker oder vergleichbar Idealerweise Kenntnisse in Energie- und Verfahrenstechnik Idealerweise Kenntnisse in SPS-Steuerung Sicherer Umgang mit dem PC und MS-Office Softwarekenntnisse El-CAD sind von Vorteil Englischkenntnisse (im Bereich Technik) Zahlreiche Weiterbildungsmaßnahmen Flexible Arbeitszeiten 30 + 2 Tage Urlaub Sport vor Ort",,Würzburg,Ende März,[],{},[],[],0,0
15,Monteur HLSK (m/w/d)," Als modernes und zukunftsgerichtetes Unternehmen sind wir wichtiger Impulsgeber für die regionale Wirtschaft. Dazu tragen rund 1.700 Mitarbeitende bei, die sich mit viel Energie und Engagement für unsere Region einsetzen. Unser Wille zur Weiterentwicklung treibt uns an, die Veränderungen von morgen meistern zu können und konkurrenzfähig zu bleiben  auch über Würzburg hinaus. Als moderner Dienstleister bieten wir u. a. abwechslungsreiche Tätigkeiten und flexible Arbeitsmodelle. Wir investieren in Personalentwicklung und machen unsere Mitarbeitenden stark und offen für die Zukunft.  Inspektionen, Wartungen, Instandhaltungen und Störungsbeseitigungen an komplexen Anlagen der HLSK-Technik durchführen und dokumentieren Heizungs- und Sanitäranlagen installieren und in Betrieb nehmen Einweisung und Koordination von Fremdfirmen vor Ort Brandschutzklappen kontrollieren Gelegentliche Unterstützung bei weiteren Aufgaben (Arbeiten) der Immobilienbetreuung Abgeschlossene gewerbliche Berufsausbildung als Anlagenmechaniker (m/w/d) für Sanitär-, Heizungs- und Klimatechnik oder vergleichbarer Abschluss Erfahrung im Bau und Betrieb von Heizungssystemen wünschenswert Idealerweise Erfahrung in Betrieb von Sanitär- und RLT-Anlagen Guter Umgang mit den MS-Office Produkten Führerschein der Klasse B 30 + 2 Tage Urlaub Betriebliche Altersvorsorge Kostenfreier Mitarbeiterparkplatz Arbeitgeberzuschuss zum ÖPNV Mitarbeiterverpflegung",,Würzburg,Ende März,[],{},[],[],0,0
16,Technischer Ausbilder (m/w/d)," Emil Frey Deutschland ist Teil einer europaweit führenden Automobilhandelsgruppe mit Sitz in Zürich. Bei Emil Frey Deutschland verbinden bundesweit mehr als 4.800 Mitarbeitende an über 100 Standorten fachmännische Expertise mit automobiler Leidenschaft. Die Emil Frey Services Deutschland bündelt sämtliche Verwaltungs- und Backofficefunktionen aller Unternehmen von Emil Frey Deutschland. Vermittlung von theoretischen Wissen und praktischen Fähigkeiten für technische Auszubildende (m/w/d) im Berufsbild Kfz-Mechatroniker Terminplanung, Vorbereitung und Durchführung von innerbetrieblichen Schulungen  Überprüfung des individuellen Entwicklungsstands der technischen Auszubildenden (m/w/d) und Ableitung gezielter Maßnahmen Überwachung der Einhaltung sämtlicher ausbildungsspezifischer gesetzlicher Bestimmungen Kontinuierliche Weiterentwicklung des Ausbildungskonzepts  Zusammenarbeit mit den lokalen Ausbildungsverantwortlichen und der zentralen Ausbildungsabteilung Abgeschlossene gewerblich-technische Ausbildung zum KFZ Mechatroniker - idealerweise mit Meisterbrief  Bestandene Ausbildereignungsprüfung wünschenswert mehrjährige Berufserfahrung und fundierte Erfahrung in Umgang mit Auszubildenden selbstständige und eigenverantwortliche Arbeitsweise Hohe Sozialkompetenz, Kommunikations- und Teamfähigkeit Spaß am Umgang mit jungen Menschen Gute Kenntnisse der MS Office Anwendungen Organisatorische Geschick, gutes Einfühlungs- und Durchsetzungsvermögen Attraktiver Verdienst 30 Tage Urlaub Weiterbildungsangebote durch unsere Emil Frey Akademie Attraktive Konditionen für Bike Leasing Exklusive Mitarbeiterrabatte (corporate benefits) Flache Hierarchien, Kollegiales und gutes Arbeitsklima",,Würzburg,Ende März,[],{'male-coded': ['INDIVIDUELL']},[],['INDIVIDUELL'],0,1
17,kaufmännischer Angestellter / Steuerfachangestellter für den Bereich Buchhaltung und Büromanagement gesucht," Seit 1998 steht Feldmann Matten-Service für nachhaltige Sauberkeit und Pflege im Großraum Würzburg  kompetent und zuverlässig! Tägliches Bearbeiten von buchhalterischen Vorgängen Vorbereitung der laufenden Buchhaltungen für die Fertigstellung der Monats- und Jahresabschlüsse Lohnabrechnungen und Lohnbuchhaltung Büromanagementaufgaben Bei Bedarf Telefonische und schriftliche Kundenbetreuung Idealerweise verfügen Sie über eine abgeschlossene kaufmännische Ausbildung oder Ausbildung zur/m Steuerfachangestellten oder eine vergleichbare Qualifikation Fundierte Kenntnisse in den Bereichen Rechnungswesen Kenntnisse von Buchhaltungssoftware (Lexware) Sorgsame und zuverlässige Arbeitsweise Fähiger Umgang mit MS Office Sichere und klare Kommunikation, insbesondere am Telefon Zuverlässigkeit und Diskretion Erhalten Sie Einblicke in unsere Geschäftsbereiche und erweitern Sie in eigenständigen Projekten Ihre Fachkompetenz. Freuen Sie sich auf eine offene Unternehmenskultur, per ""Du"" und ohne Dresscode. Gute Anbindung an den öffentlichen Nahverkehr. Kostenlose Mitarbeiterparkplätze  Weihnachtsgeld  Regelmäßige Firmenfeiern",,Würzburg,Ende März,[],{'female-coded': ['ZUVERLÄSSIG']},['ZUVERLÄSSIG'],[],1,0
18,Softwareentwickler (m/w/d)," Kurtz Ersa ist ein Maschinenbauer für die produzierende Industrie in Familienbesitz mit fast 250-jähriger Tradition. Daher fühlen wir uns verpflichtet, unsere Strategie mit 1.500 Mitarbeitern auf ein langfristiges, gesundes und nachhaltiges Wachstum auszurichten. Entwicklung von Software zum Betreiben von Serienmaschinen für die Elektronikproduktion auf HMI/ SCADA Level Sicherstellung der Softwarequalität durch gängige Qualitätssicherungsmaßnahmen, insbesondere strukturiertes und automatisiertes Testen und Dokumentation der erstellten Software Mitwirkung bei der Erstellung, Umsetzung und Pflege der Softwarearchitektur Kalkulation von Entwicklungsaufwänden und Mitwirkung bei der Erstellung von Terminplänen Bearbeitung technischer Anfragen Beratung und Schulung von Anwendern und Stakeholdern Erfolgreich abgeschlossenes Ingenieurstudium (z.B. Nachrichtentechnik, Elektrotechnik, technische Informatik oder eine vergleichbare Ausbildung/ Qualifikation) Erfahrung in der Entwicklung von Software im agilen Umfeld mit gängigen Technologien (u.a. Dev Ops CI/CD, git, TestPlans) Programmiererfahrung in C# (WPF) oder anderen objektorientierten Programmiersprachen (Java, C++) und gängigen Web-Technologien (z.B Javascript, React) Erfahrung in der Konfiguration von Microsoft Windows für den Einsatz im Produktionsumfeld Analytische Denk- und strukturierte Arbeitsweise Teamfähigkeit und Lust auf die Arbeit mit interdisziplinären und agilen Teams Arbeiten in einem international ausgerichteten Familienunternehmen mit Tradition und Werten seit 1779 Abwechslungsreiche und verantwortungsvolle Tätigkeiten in engagierten Teams mit spannenden Projekten Angenehme Arbeitsatmosphäre und ein offenes und familienfreundliches Betriebsklima Gute Einarbeitung und Förderung der persönlichen Kompetenzen im Rahmen unseres modernen Personalentwicklungskonzepts durch professionelle Einarbeitungspläne und Onboardingtage sowie jährliche Mitarbeitergespräche und Kompetenzeinschätzungen Umfangreiche Weiterbildungsmöglichkeiten in unserer konzerneigenen Akademie (Hammer Academy) Attraktive Vergütung mit einer Mitarbeitererfolgsbeteiligung Angebote im Rahmen unseres Programms Attraktiver Arbeitgeber, wie z. B. Mobiles Arbeiten, Kinderferienbetreuung oder Vergünstigungen bei verschieden Kooperationspartnern Attraktive flexible Arbeitszeiten für eine gute Work-Life-Balance Arbeiten zwischen Spessart und Taubertal in einem Gebiet mit hohem Wohn- und Freizeitwert",,Würzburg,Ende März,[],"{'female-coded': ['ANGENEHM', 'ENGAGIERT', 'KIND', 'VERANTWORTUNGSVOLL']}","['ANGENEHM', 'ENGAGIERT', 'KIND', 'VERANTWORTUNGSVOLL']",[],4,0
19,Mitarbeiter/in (m/w/d) für die Kundenbetreuung im Außendienst Region Mannheim," Die HANS CONZEN KOSMETIK GmbH widmet sich seit über 50 Jahren der Herstellung von Pflegeprodukten für Haut und Haare. Unsere Marken GLYNT und GRAHAM HILL sind exklusive und erfolgreiche Haarkosmetikmarken, die wir nur direkt an Friseursalons verkaufen. Unser Unternehmen ist bereits elf Mal hintereinander von den Lesern des friseur intern-Partnerschaftsspiegels zum besten Haarkosmetiklieferanten gewählt worden. Sie betreuen unsere bestehenden Kunden und Neuinteressenten im Verkaufsgebiet Sie akquirieren neue Kunden Sie nehmen Produktschulungen vor  Freude an einer Tätigkeit im Verkaufs- Außendienst Wahres Interesse an der Friseurbranche, Freundlichkeit, positive Ausstrahlung Ihr Wohnort liegt in der Region, für die Sie sich bewerben Eine abgeschlossene Friseurausbildung ist von Vorteil, aber nicht Voraussetzung  Einen sicheren Arbeitsplatz in einem inhabergeführten Unternehmen mit leistungsgerechtem Gehalt, Prämien, Spesen und betrieblicher Altersvorsorge Ein freundliches und familiäres Arbeitsumfeld in einem motivierten und dynamischen Team Ein spannendes und abwechslungsreiches Tätigkeitsfeld Ein Firmenfahrzeug, auch zur privaten Nutzung Moderne Bürotechnik wie Laptop, iPad und Mobiltelefon",,Würzburg,Ende März,[],"{'female-coded': ['FAMILIÄR', 'FREUNDLICH']}","['FAMILIÄR', 'FREUNDLICH']",[],2,0
20,Projektleiter (m/w/d) Order Management," Kurtz Ersa ist ein Maschinenbauer für die produzierende Industrie in Familienbesitz mit fast 250-jähriger Tradition. Daher fühlen wir uns verpflichtet, unsere Strategie mit 1.500 Mitarbeitern auf ein langfristiges, gesundes und nachhaltiges Wachstum auszurichten. Die eigenständige Organisation und Leitung nationaler und internationaler Projekte gehören zu Ihren Tätigkeiten Sie haben die Verantwortung für die Erreichung der Projektziele hinsichtlich des Termins, der Qualität und der Kosten Sie unterstützen den Vertrieb bei der Ausarbeitung von Projektanfragen einschließlich der Prüfung von Lastenheften sowie der Erstellung von Pflichtenheften Sie sind zentraler Ansprechpartner des Kunden für die übertragenen Projekte von der Auftragserteilung bis hin zur Inbetriebnahme der Maschinen und deren Endabnahme Die Projektkoordination von der technischen Ausarbeitung über Konstruktion und Montage bis zur Inbetriebsetzung beim Kunden fallen in Ihren Aufgabenbereich Sie führen und leiten die Projektkommunikation und die Korrespondenz mit Kunden, Lieferanten und den internen Abteilungen Sie erkennen, erfassen und fordern kostenpflichtigen Zusatzaufwand ein Sie haben ein erfolgreich abgeschlossenes Studium im Bereich Maschinenbau oder vergleichbar Sie verfügen über ausgeprägtes technisches Verständnis und haben Interesse sich in neue Bereiche einzuarbeiten Kenntnisse im Bereich EPS-Schäumanlagen und Gießereitechnik sind wünschenswert Sie haben Eigeninitiative und Lösungskompetenz bei technischen Herausforderungen Eine schnelle Auffassungsgabe, hohe Motivation und Leistungsbereitschaft sowie eine sorgfältige, selbstständige und ergebnisorientierte Arbeitsweise zeichnen Sie aus Sie haben ausgeprägte kommunikative und soziale Kompetenzen sowie Freude und Empathie im Umgang mit Menschen unterschiedlicher Kulturen Sie sind zu regelmäßigen Dienstreisen im Rahmen der Projekte bereit Ausgeprägte Kommunikationsfähigkeit in Wort und Schrift (Deutsch und Englisch) runden Ihr Profil ab Arbeiten in einem international ausgerichteten Familienunternehmen mit Tradition und Werten seit 1779 Abwechslungsreiche und verantwortungsvolle Tätigkeiten in engagierten Teams mit spannenden Projekten Angenehme Arbeitsatmosphäre und ein offenes und familienfreundliches Betriebsklima Gute Einarbeitung und Förderung der persönlichen Kompetenzen im Rahmen unseres modernen Personalentwicklungskonzepts durch professionelle Einarbeitungspläne und Onboardingtage sowie jährliche Mitarbeitergespräche und Kompetenzeinschätzungen Umfangreiche Weiterbildungsmöglichkeiten in unserer konzerneigenen Akademie (Hammer Academy) Attraktive Vergütung mit einer Mitarbeitererfolgsbeteiligung Angebote im Rahmen unseres Programms Attraktiver Arbeitgeber, wie z. B. Mobiles Arbeiten, Kinderferienbetreuung oder Vergünstigungen bei verschieden Kooperationspartnern Attraktive flexible Arbeitszeiten für eine gute Work-Life-Balance Arbeiten zwischen Spessart und Taubertal in einem Gebiet mit hohem Wohn- und Freizeitwert",,Würzburg,Ende März,[],"{'female-coded': ['ANGENEHM', 'ENGAGIERT', 'KIND', 'KOMMUNIKATIV', 'SORGFÄLTIG', 'VERANTWORTUNGSVOLL'], 'male-coded': ['EIGENINITIATIV', 'ERGEBNISORIENTIERT']}","['ANGENEHM', 'ENGAGIERT', 'KIND', 'KOMMUNIKATIV', 'SORGFÄLTIG', 'VERANTWORTUNGSVOLL']","['EIGENINITIATIV', 'ERGEBNISORIENTIERT']",6,2
21,Project Manager (m/w/d) Additive Manufacturing," Kurtz Ersa ist ein Maschinenbauer für die produzierende Industrie in Familienbesitz mit fast 250-jähriger Tradition. Daher fühlen wir uns verpflichtet, unsere Strategie mit 1.500 Mitarbeitern auf ein langfristiges, gesundes und nachhaltiges Wachstum auszurichten. Sie verantworten die Erstellung und Pflege des übergeordneten Projektplans, der die Entwicklung einer  Additive Manufacturing Lösung (Maschine, Prozess, Software) steuert, inklusive der entsprechenden Ressourcenplanung Sie stellen durch funktionale Führung sowie Koordination der einzelnen Entwicklungsbereiche die Einhaltung vorgegebener Projektziele (Kosten, Termine, Qualität) sicher und können dazu eigene Erfahrung aus der Additiven Fertigung einbringen Sie vermitteln zwischen Entwicklung, Einkauf, Qualitätsmanagement, Lieferanten, Produktion und Service und stellen geeignete Projektmanagement-Werkzeuge zur Verfügung Sie sind verantwortlich für die Einhaltung und Verbesserung des Produktentwicklungsprozesses sowie für das projektspezifische Chancen- und Risikomanagement Ihnen obliegt die Behandlung von Abweichungen im Projektfortschritt sowie die Steuerung und die Dokumentation von Projektänderungen Bei Bedarf unterstützen Sie beim Aufsetzen fehlender Prozessabläufe Sie haben ein erfolgreich abgeschlossenes Studium oder gleichwertige Berufserfahrung im Bereich Maschinenbau, Wirtschaftsingenieurwesen oder Betriebswirtschaft Sie verfügen über langjährige Erfahrungen im Projektmanagement von komplexen R&amp;D Projekten Sie konnten bereits Berufserfahrung in Methoden, Trends, Innovation und Projektmanagement für die Additive Fertigung sammeln Fachliche Führungserfahrung sowie die Fähigkeit im Umgang mit Konflikten zeichnen Sie aus Sie arbeiten gerne in Netzwerken und Teams und verfügen über sehr gute Englischkenntnisse in Wort und Schrift Sie sind geschickt im Umgang mit MS-Office-Anwendungen, insbesondere mit MS Project Sie verfügen über ausgeprägte organisatorische und analytische Fähigkeiten Kommunikationsstärke sowie ein sicheres Auftreten runden Ihr Profil ab Arbeiten in einem international ausgerichteten Familienunternehmen mit Tradition und Werten seit 1779 Abwechslungsreiche und verantwortungsvolle Tätigkeiten in engagierten Teams mit spannenden Projekten Angenehme Arbeitsatmosphäre und ein offenes und familienfreundliches Betriebsklima Gute Einarbeitung und Förderung der persönlichen Kompetenzen im Rahmen unseres modernen Personalentwicklungskonzepts durch professionelle Einarbeitungspläne und Onboardingtage sowie jährliche Mitarbeitergespräche und Kompetenzeinschätzungen Umfangreiche Weiterbildungsmöglichkeiten in unserer konzerneigenen Akademie (Hammer Academy) Attraktive Vergütung mit einer Mitarbeitererfolgsbeteiligung Angebote im Rahmen unseres Programms Attraktiver Arbeitgeber, wie z. B. Mobiles Arbeiten, Kinderferienbetreuung oder Vergünstigungen bei verschieden Kooperationspartnern Attraktive flexible Arbeitszeiten für eine gute Work-Life-Balance Arbeiten zwischen Spessart und Taubertal in einem Gebiet mit hohem Wohn- und Freizeitwert",,Würzburg,Ende März,[],"{'female-coded': ['ANGENEHM', 'ENGAGIERT', 'KIND', 'VERANTWORTUNGSVOLL']}","['ANGENEHM', 'ENGAGIERT', 'KIND', 'VERANTWORTUNGSVOLL']",[],4,0
